batch	slice	signal_id	signal_type	parent_signal_id	pathway	pathwayLabel	ligand	receptor	senderRegion	receiverRegion	interactionStrength	interactionPValue	edge_rank_within_signal	downstreamTF	tf_rank	rawCorrelation	correlation	tfPValue	tfFDR	direction	tfSelectionMode	clusterResultKey	edgeFilterLabel
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Fibroblastic	Fibroblastic	4.831662324761468e-06	0.28	4	Hcfc2	10.0	0.17254174176317513	0.17254174176317513	0.0004142158553091278	0.03752795649100697	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Fibroblastic	Fibroblastic	4.831662324761468e-06	0.28	4	Zfp108	11.0	0.16805213874495042	0.16805213874495042	0.0005868175086042907	0.048332423890498855	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Fibroblastic	Fibroblastic	4.831662324761468e-06	0.28	4	Zfp558	12.0	0.16441652818442962	0.16441652818442962	0.0007731689670929554	0.058374257015518134	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Fibroblastic	Fibroblastic	4.831662324761468e-06	0.28	4	Zfp687	13.0	0.16316766183135462	0.16316766183135462	0.000848899003489649	0.05916173055089399	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Fibroblastic	Fibroblastic	4.831662324761468e-06	0.28	4	Gm3854	14.0	0.15787262855849177	0.15787262855849177	0.0012524120232531414	0.08040112816192425	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Fibroblastic	Fibroblastic	4.831662324761468e-06	0.28	4	Cic	15.0	0.15702767668508422	0.15702767668508422	0.0013311445059921235	0.08040112816192425	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Fibroblastic	Fibroblastic	4.831662324761468e-06	0.28	4	Dnttip1	16.0	0.15551828655663258	0.15551828655663258	0.0014832076033069763	0.08398663053725754	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Fibroblastic	Fibroblastic	4.831662324761468e-06	0.28	4	Zfp84	17.0	0.15457677608232506	0.15457677608232506	0.0015859719517276147	0.084522975780307	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Fibroblastic	Fibroblastic	4.831662324761468e-06	0.28	4	Zhx3	18.0	0.15068081051751453	0.15068081051751453	0.002084407758025903	0.10341245193029978	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Fibroblastic	Fibroblastic	4.831662324761468e-06	0.28	4	Kmt2b	19.0	0.15010813758759506	0.15010813758759506	0.00216869380427781	0.10341245193029978	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednra	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednra	Epithelial	PalatalMes	1.972403621171401e-05	0.52	4	Tcf4	1.0	0.17906133273292366	0.17906133273292366	5.028958526391567e-10	4.94346623144291e-07	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednra	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Sema4a	1.0	0.3041139671849498	0.3041139671849498	2.4987485710482414e-10	2.2638662053697069e-07	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Foxe1	2.0	0.28622374402358247	0.28622374402358247	2.886711111498804e-09	1.3076801335089582e-06	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Bhlhe40	3.0	0.2820045782422916	0.2820045782422916	5.016493597827057e-09	1.5149810665437713e-06	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Irx3	4.0	0.2542824745783754	0.2542824745783754	1.512244344501078e-07	3.425233440294941e-05	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Zfp109	5.0	0.21289657688446625	0.21289657688446625	1.2187952134946927e-05	0.002208456926852383	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Myc	6.0	0.20756415937033676	0.20756415937033676	2.0246404407650463e-05	0.0025316917879271063	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Zfp874b	7.0	0.20577477319125495	0.20577477319125495	2.393632980176697e-05	0.0025316917879271063	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Zbtb45	8.0	0.20574757209738306	0.20574757209738306	2.3997057767181244e-05	0.0025316917879271063	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Glis1	9.0	0.2052434790444306	0.2052434790444306	2.514925617146132e-05	0.0025316917879271063	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Hcfc2	10.0	0.17254174176317513	0.17254174176317513	0.0004142158553091278	0.03752795649100697	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Zfp108	11.0	0.16805213874495042	0.16805213874495042	0.0005868175086042907	0.048332423890498855	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Zfp558	12.0	0.16441652818442962	0.16441652818442962	0.0007731689670929554	0.058374257015518134	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Zfp687	13.0	0.16316766183135462	0.16316766183135462	0.000848899003489649	0.05916173055089399	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Gm3854	14.0	0.15787262855849177	0.15787262855849177	0.0012524120232531414	0.08040112816192425	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Cic	15.0	0.15702767668508422	0.15702767668508422	0.0013311445059921235	0.08040112816192425	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Dnttip1	16.0	0.15551828655663258	0.15551828655663258	0.0014832076033069763	0.08398663053725754	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Zfp84	17.0	0.15457677608232506	0.15457677608232506	0.0015859719517276147	0.084522975780307	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Zhx3	18.0	0.15068081051751453	0.15068081051751453	0.002084407758025903	0.10341245193029978	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Fibroblastic	1.4848826531094566e-06	0.58	5	Kmt2b	19.0	0.15010813758759506	0.15010813758759506	0.00216869380427781	0.10341245193029978	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Odontogenic	1.4906301514374205e-06	0.62	6	Lyl1	1.0	0.2822408010457491	0.2822408010457491	1.2882266691191194e-12	1.1941861222734239e-09	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Odontogenic	1.4906301514374205e-06	0.62	6	Zfp174	2.0	0.26509358908657904	0.26509358908657904	2.974711094799468e-11	1.3787785924395534e-08	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Odontogenic	1.4906301514374205e-06	0.62	6	Batf2	3.0	0.19634424923745916	0.19634424923745916	1.0447204339105926e-06	0.0002842893750927228	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Odontogenic	1.4906301514374205e-06	0.62	6	Tbx15	4.0	0.1950923700923295	0.1950923700923295	1.2267071201411985e-06	0.0002842893750927228	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Odontogenic	1.4906301514374205e-06	0.62	6	Zfp128	5.0	0.1869429020797564	0.1869429020797564	3.4025089187339244e-06	0.0006308251535332695	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Odontogenic	1.4906301514374205e-06	0.62	6	Zbtb14	6.0	0.18506944283187027	0.18506944283187027	4.275496699710717e-06	0.0006605642401053058	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Odontogenic	1.4906301514374205e-06	0.62	6	Fosl2	7.0	0.18161255444748645	0.18161255444748645	6.477493250283515e-06	0.0008578051775732597	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Odontogenic	1.4906301514374205e-06	0.62	6	Ppara	8.0	0.18036309660024805	0.18036309660024805	7.5126190474485565e-06	0.0008705247321231015	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Odontogenic	1.4906301514374205e-06	0.62	6	Nr4a3	9.0	0.15766270698602847	0.15766270698602847	9.33494919709415e-05	0.00881129289250484	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Odontogenic	1.4906301514374205e-06	0.62	6	Gm5751	10.0	0.15711492637162983	0.15711492637162983	9.880363889791681e-05	0.00881129289250484	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Odontogenic	1.4906301514374205e-06	0.62	6	Gbx1	11.0	0.15656714575723113	0.15656714575723113	0.00010455687358959357	0.00881129289250484	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Odontogenic	1.4906301514374205e-06	0.62	6	Zfp955a	12.0	0.15175082337393012	0.15175082337393012	0.00017059886001746598	0.013178761936349247	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Sema4a	1.0	0.3041139671849498	0.3041139671849498	2.4987485710482414e-10	2.2638662053697069e-07	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Foxe1	2.0	0.28622374402358247	0.28622374402358247	2.886711111498804e-09	1.3076801335089582e-06	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Bhlhe40	3.0	0.2820045782422916	0.2820045782422916	5.016493597827057e-09	1.5149810665437713e-06	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Irx3	4.0	0.2542824745783754	0.2542824745783754	1.512244344501078e-07	3.425233440294941e-05	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Zfp109	5.0	0.21289657688446625	0.21289657688446625	1.2187952134946927e-05	0.002208456926852383	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Myc	6.0	0.20756415937033676	0.20756415937033676	2.0246404407650463e-05	0.0025316917879271063	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Zfp874b	7.0	0.20577477319125495	0.20577477319125495	2.393632980176697e-05	0.0025316917879271063	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Zbtb45	8.0	0.20574757209738306	0.20574757209738306	2.3997057767181244e-05	0.0025316917879271063	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Glis1	9.0	0.2052434790444306	0.2052434790444306	2.514925617146132e-05	0.0025316917879271063	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Hcfc2	10.0	0.17254174176317513	0.17254174176317513	0.0004142158553091278	0.03752795649100697	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Zfp108	11.0	0.16805213874495042	0.16805213874495042	0.0005868175086042907	0.048332423890498855	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Zfp558	12.0	0.16441652818442962	0.16441652818442962	0.0007731689670929554	0.058374257015518134	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Zfp687	13.0	0.16316766183135462	0.16316766183135462	0.000848899003489649	0.05916173055089399	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Gm3854	14.0	0.15787262855849177	0.15787262855849177	0.0012524120232531414	0.08040112816192425	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Cic	15.0	0.15702767668508422	0.15702767668508422	0.0013311445059921235	0.08040112816192425	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Dnttip1	16.0	0.15551828655663258	0.15551828655663258	0.0014832076033069763	0.08398663053725754	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Zfp84	17.0	0.15457677608232506	0.15457677608232506	0.0015859719517276147	0.084522975780307	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Zhx3	18.0	0.15068081051751453	0.15068081051751453	0.002084407758025903	0.10341245193029978	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	Epithelial	Fibroblastic	3.094991569849204e-08	0.7	7	Kmt2b	19.0	0.15010813758759506	0.15010813758759506	0.00216869380427781	0.10341245193029978	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Epithelial	9.225217931400684e-07	0.84	8	Dlx1	1.0	0.24379926807154206	0.24379926807154206	2.7013252429944068e-09	2.655402713863502e-06	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Epithelial	9.225217931400684e-07	0.84	8	Pou3f1	2.0	0.21290007384452572	0.21290007384452572	2.2705329314165252e-07	7.444972100239427e-05	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Epithelial	9.225217931400684e-07	0.84	8	Zscan10	3.0	0.21289483934765815	0.21289483934765815	2.272117629778055e-07	7.444972100239427e-05	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Epithelial	9.225217931400684e-07	0.84	8	Hey1	4.0	0.19489778599041452	0.19489778599041452	2.255647341098745e-06	0.0005543253340750166	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Epithelial	9.225217931400684e-07	0.84	8	Batf3	5.0	0.1851489415219324	0.1851489415219324	7.182102312238126e-06	0.0014120013145860154	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Epithelial	9.225217931400684e-07	0.84	8	Dlx3	6.0	0.1617248539975091	0.1617248539975091	9.144756063451572e-05	0.014982158683954826	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednrb	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednrb	PalatalMes	Epithelial	9.225217931400684e-07	0.84	8	Hinfp	7.0	0.1568329294349013	0.1568329294349013	0.00014920935298018555	0.020953256282788914	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednrb	p<1
E125	E125	lr_pair:Edn3-Ednra	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednra	Epithelial	Fibroblastic	1.2228657110563938e-05	0.92	5	Zfp382	1.0	0.19382792317585779	0.19382792317585779	7.055118646476009e-05	0.06391937493707264	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednra	p<1
E125	E125	lr_pair:Edn3-Ednra	lr_pair	pathway:EDN	EDN	EDN	Edn3	Ednra	Odontogenic	Fibroblastic	6.8231886701897895e-06	0.98	6	Zfp382	1.0	0.19382792317585779	0.19382792317585779	7.055118646476009e-05	0.06391937493707264	activation	FDR	commot_cluster-lineage-cellchat-Edn3-Ednra	p<1
E125	E125	lr_pair:Hbegf-Egfr	lr_pair	pathway:EGF	EGF	EGF	Hbegf	Egfr	Epithelial	Epithelial	0.00013162381996542044	0.0	1	Irf6	1.0	0.1920835849080929	0.1920835849080929	3.170357453793897e-06	0.003116461377079401	activation	FDR	commot_cluster-lineage-cellchat-Hbegf-Egfr	p<1
E125	E125	lr_pair:Hbegf-Egfr	lr_pair	pathway:EGF	EGF	EGF	Hbegf	Egfr	Epithelial	Epithelial	0.00013162381996542044	0.0	1	Mecom	2.0	0.18550336361338712	0.18550336361338712	6.893103545619228e-06	0.003387960392671851	activation	FDR	commot_cluster-lineage-cellchat-Hbegf-Egfr	p<1
E125	E125	lr_pair:Hbegf-Egfr	lr_pair	pathway:EGF	EGF	EGF	Hbegf	Egfr	Epithelial	Epithelial	0.00013162381996542044	0.0	1	Six1	3.0	0.1787202166543372	0.1787202166543372	1.4926219186223094e-05	0.004890824486685767	activation	FDR	commot_cluster-lineage-cellchat-Hbegf-Egfr	p<1
E125	E125	lr_pair:Hbegf-Egfr	lr_pair	pathway:EGF	EGF	EGF	Hbegf	Egfr	Epithelial	Epithelial	0.00013162381996542044	0.0	1	Grhl3	4.0	0.17346791677836126	0.17346791677836126	2.662857997581848e-05	0.0065439735290573915	activation	FDR	commot_cluster-lineage-cellchat-Hbegf-Egfr	p<1
E125	E125	lr_pair:Hbegf-Egfr	lr_pair	pathway:EGF	EGF	EGF	Hbegf	Egfr	Epithelial	Epithelial	0.00013162381996542044	0.0	1	Ikzf2	5.0	0.1711771628327682	0.1711771628327682	3.40965401699608e-05	0.006703379797414292	activation	FDR	commot_cluster-lineage-cellchat-Hbegf-Egfr	p<1
E125	E125	lr_pair:Hbegf-Egfr	lr_pair	pathway:EGF	EGF	EGF	Hbegf	Egfr	Epithelial	Epithelial	0.00013162381996542044	0.0	1	Foxg1	6.0	0.16749676318929804	0.16749676318929804	5.03864865985879e-05	0.008254986054401985	activation	FDR	commot_cluster-lineage-cellchat-Hbegf-Egfr	p<1
E125	E125	lr_pair:Hbegf-Egfr	lr_pair	pathway:EGF	EGF	EGF	Hbegf	Egfr	Epithelial	Epithelial	0.00013162381996542044	0.0	1	Zfp764	7.0	0.1537847168769318	0.1537847168769318	0.00020098562185757492	0.028224123755142307	activation	FDR	commot_cluster-lineage-cellchat-Hbegf-Egfr	p<1
E125	E125	lr_pair:Hbegf-Egfr	lr_pair	pathway:EGF	EGF	EGF	Hbegf	Egfr	Epithelial	Epithelial	0.00013162381996542044	0.0	1	Pdlim5	8.0	0.15071156796615026	0.15071156796615026	0.00026988626494917463	0.03316227480562983	activation	FDR	commot_cluster-lineage-cellchat-Hbegf-Egfr	p<1
E125	E125	lr_pair:Tgfa-Egfr	lr_pair	pathway:EGF	EGF	EGF	Tgfa	Egfr	Epithelial	Epithelial	0.00010039193747777084	0.0	1	Ikzf2	1.0	0.2553142713134459	0.2553142713134459	4.397807584018594e-10	4.323044855090278e-07	activation	FDR	commot_cluster-lineage-cellchat-Tgfa-Egfr	p<1
