slice,signal_type,parent_signal_id,pathway,ligand,receptor,sender_region,receiver_region,downstreamTF,direction
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Mcam,Fibroblastic,Epithelial,Ikzf2,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Mcam,Fibroblastic,Epithelial,Snai2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Mcam,Fibroblastic,Epithelial,Terf1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Mcam,Fibroblastic,Epithelial,Ybx1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Mcam,Fibroblastic,Epithelial,E2f8,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd7,PalatalMes,Epithelial,Zfp317,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd7,PalatalMes,Epithelial,Zfp871,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd6,PalatalMes,Epithelial,Bcl11b,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd6,PalatalMes,Epithelial,Trp63,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd6,PalatalMes,Epithelial,Grhl3,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd10,PalatalMes,PalatalMes,Tcf4,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd10,PalatalMes,PalatalMes,Tfap2c,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Mcam,PalatalMes,Epithelial,Ikzf2,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Mcam,PalatalMes,Epithelial,Snai2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Mcam,PalatalMes,Epithelial,Terf1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Mcam,PalatalMes,Epithelial,Ybx1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Mcam,PalatalMes,Epithelial,E2f8,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Mcam,Odontogenic,Odontogenic,,
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd3,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd5,Epithelial,Epithelial,Zfp92,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd5,Epithelial,Epithelial,Batf2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd10,Fibroblastic,Fibroblastic,Zfp493,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd10,Fibroblastic,Fibroblastic,Nr1i3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd10,Fibroblastic,Fibroblastic,Nfatc2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd10,Fibroblastic,Fibroblastic,Cnot6,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd10,Fibroblastic,Fibroblastic,Zfp830,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd10,Fibroblastic,Fibroblastic,Barx1,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd10,Fibroblastic,Fibroblastic,Zfp101,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd10,Fibroblastic,Fibroblastic,Bcl11a,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd3,Odontogenic,Odontogenic,Msx1,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd3,Odontogenic,Odontogenic,Peg3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd3,Odontogenic,Odontogenic,Ebf3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd3,Odontogenic,Odontogenic,Foxp2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd3,Odontogenic,Odontogenic,Mecom,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd3,Odontogenic,Odontogenic,Tfap2b,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd3,Odontogenic,Odontogenic,Klf12,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd3,Odontogenic,Odontogenic,Id2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd3,Odontogenic,Odontogenic,Ets2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd3,Odontogenic,Odontogenic,Plagl1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd8,PalatalMes,Epithelial,,
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd8,Fibroblastic,Epithelial,,
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd1,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd7,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd10,PalatalMes,PalatalMes,Tcf4,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd10,PalatalMes,PalatalMes,Tfap2c,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd7,Odontogenic,Odontogenic,Ebf3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd7,Odontogenic,Odontogenic,Foxp2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd7,Odontogenic,Odontogenic,Peg3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd7,Odontogenic,Odontogenic,Msx1,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd7,Odontogenic,Odontogenic,Mecom,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd7,Odontogenic,Odontogenic,Sox9,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd7,Odontogenic,Odontogenic,Tfap2b,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd7,Odontogenic,Odontogenic,Klf12,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd4,PalatalMes,PalatalMes,Satb2,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd4,PalatalMes,PalatalMes,Dach1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd4,PalatalMes,PalatalMes,Sox5,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd4,PalatalMes,PalatalMes,Prrx1,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd4,PalatalMes,PalatalMes,Meox2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd4,PalatalMes,PalatalMes,Pou3f3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd4,PalatalMes,PalatalMes,Trps1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd8,Odontogenic,Odontogenic,Msx1,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd8,Odontogenic,Odontogenic,Ebf3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd8,Odontogenic,Odontogenic,Foxp2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd8,Odontogenic,Odontogenic,Frem1,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd8,Odontogenic,Odontogenic,Peg3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd8,Odontogenic,Odontogenic,Creb5,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd8,Odontogenic,Odontogenic,Klf12,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd8,Odontogenic,Odontogenic,Barx1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd8,Odontogenic,Odontogenic,Ebf2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd8,Odontogenic,Odontogenic,Hic1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd8,Odontogenic,Odontogenic,Nr2f1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd8,Odontogenic,Odontogenic,Tcf4,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd8,Odontogenic,Odontogenic,Tcf7l2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd8,Odontogenic,Odontogenic,Tfap2b,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd1,Odontogenic,Odontogenic,Peg3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd1,Odontogenic,Odontogenic,Msx1,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd1,Odontogenic,Odontogenic,Foxp2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd1,Odontogenic,Odontogenic,Gsc,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd1,Odontogenic,Odontogenic,Alx4,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd1,Odontogenic,Odontogenic,Mecom,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd1,Odontogenic,Odontogenic,Mef2c,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd1,Odontogenic,Odontogenic,Zeb2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd1,Odontogenic,Odontogenic,Tfap2b,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd1,Odontogenic,Odontogenic,Meis1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd1,Odontogenic,Odontogenic,Foxc1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd1,Odontogenic,Odontogenic,Ebf2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd1,Odontogenic,Odontogenic,Id2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd1,Odontogenic,Odontogenic,Lhx8,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd4,Odontogenic,Odontogenic,Ebf3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd4,Odontogenic,Odontogenic,Foxp2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd4,Odontogenic,Odontogenic,Peg3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd4,Odontogenic,Odontogenic,Msx1,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd4,Odontogenic,Odontogenic,Klf12,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd4,Odontogenic,Odontogenic,Tfap2b,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd4,Odontogenic,Odontogenic,Frem1,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd4,Odontogenic,Odontogenic,Barx1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd5,Epithelial,Epithelial,Myb,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd5,Epithelial,Epithelial,Batf2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd10,Fibroblastic,Epithelial,Runx2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd10,Fibroblastic,Epithelial,Lef1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd10,PalatalMes,Epithelial,Runx2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd10,PalatalMes,Epithelial,Lef1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd10,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd8,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,PalatalMes,Epithelial,Klf8,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd5,Odontogenic,Odontogenic,Dmrta2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd5,Odontogenic,Odontogenic,Irf5,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Odontogenic,Odontogenic,Rxrg,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Odontogenic,Odontogenic,Prox1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd9,Odontogenic,Odontogenic,Foxc2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd9,Odontogenic,Odontogenic,Rxrg,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd9,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd9,Odontogenic,Odontogenic,Foxc2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd9,Odontogenic,Odontogenic,Ascl1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd5,PalatalMes,Epithelial,Myb,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd5,PalatalMes,Epithelial,Batf2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd9,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd9,Odontogenic,Odontogenic,Foxc2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd9,Odontogenic,Odontogenic,Rxrg,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd9,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Odontogenic,Odontogenic,Dmrta2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Odontogenic,Odontogenic,Isl1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Nfia,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Nfib,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Foxf1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Bnc2,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Tcf4,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Fos,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Dach1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Sox11,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Zfp414,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Fosb,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Ncald,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Zfp503,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Rorb,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Ebf1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Meis1,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Irx5,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Elf4,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5b,Fzd1,Fibroblastic,Fibroblastic,Zfp811,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd8,Fibroblastic,Fibroblastic,Nfatc2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd8,Fibroblastic,Fibroblastic,Etv1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd8,Fibroblastic,Fibroblastic,Foxl2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd8,Fibroblastic,Fibroblastic,Zbtb17,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd8,Fibroblastic,Fibroblastic,Ikzf2,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd8,Fibroblastic,Fibroblastic,Tgif1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd8,Fibroblastic,Fibroblastic,Zfp775,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd1,Fibroblastic,Epithelial,Ehf,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd1,Fibroblastic,Epithelial,Erg,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd1,Fibroblastic,Epithelial,Ebf1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd1,Fibroblastic,Epithelial,Dmrt3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd1,Fibroblastic,Epithelial,Pax1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd1,Fibroblastic,Epithelial,Nfix,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd1,Fibroblastic,Epithelial,Irx5,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd1,Fibroblastic,Epithelial,Runx1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd1,Fibroblastic,Epithelial,Runx2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd1,Fibroblastic,Epithelial,Pitx1,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd1,Fibroblastic,Epithelial,Dmrt1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd1,Fibroblastic,Epithelial,Foxp1,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd1,Fibroblastic,Epithelial,Mecom,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd1,Fibroblastic,Epithelial,Sox6,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd1,Fibroblastic,Epithelial,Sox2,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd1,Fibroblastic,Epithelial,Peg3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,Klf5,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,Trp63,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,Dmrt2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,Grhl2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,Foxe1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,2610021A01Rik,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,Foxd1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,Pax3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,Irf6,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,Xbp1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,Zfp369,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,Pitx1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,Nr4a3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,Meis1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,Heyl,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,Ctnnb1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,Nr1i3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Fibroblastic,Ehf,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd6,Fibroblastic,Epithelial,Klf8,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Tbx4,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Dmrt2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Tfeb,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Trp63,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Grhl2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Zfp687,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Maff,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,E2f7,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Foxe1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Zfp28,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Zfp791,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Tead4,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Klf10,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Zfp764,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Sox2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Zfp748,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Irf6,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Klf5,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,Fibroblastic,Fibroblastic,Smad6,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd5,Fibroblastic,Epithelial,Myb,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd5,Fibroblastic,Epithelial,Batf2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,PalatalMes,Epithelial,Nfe2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,PalatalMes,Epithelial,Dlx1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,PalatalMes,Epithelial,Fli1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,PalatalMes,Epithelial,Zfp65,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd5,PalatalMes,Epithelial,Zfp709,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt5a,Fzd8,Epithelial,Epithelial,,
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Msx1,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Foxp2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Peg3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Ebf3,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Tfap2b,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Ebf2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Mecom,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Tfap2c,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Rorb,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Klf12,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Barx1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Shox2,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Osr2,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Lhx8,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Frem1,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Id2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Foxf1,repression
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Meis1,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Ets2,activation
E135,lr_pair,pathway:ncWNT,ncWNT,Wnt11,Fzd2,Odontogenic,Odontogenic,Sox9,activation
