slice,signal_type,parent_signal_id,pathway,ligand,receptor,sender_region,receiver_region,downstreamTF,direction
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1a_Acvr2a,Odontogenic,Odontogenic,Hic1,activation
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1a_Acvr2a,Odontogenic,Odontogenic,Klf12,activation
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1a_Acvr2a,Odontogenic,Odontogenic,Rarb,activation
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1a_Acvr2a,Odontogenic,Odontogenic,Ebf2,activation
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1a_Acvr2a,Odontogenic,Odontogenic,Foxp2,activation
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1b_Bmpr2,Odontogenic,Odontogenic,Ebf3,activation
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1b_Bmpr2,Odontogenic,Odontogenic,Foxp2,activation
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1b_Bmpr2,Odontogenic,Odontogenic,Msx1,repression
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1b_Bmpr2,Odontogenic,Odontogenic,Klf12,activation
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1b_Bmpr2,Odontogenic,Odontogenic,Foxp1,activation
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1b_Bmpr2,Odontogenic,Odontogenic,Hic1,activation
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1b_Bmpr2,Odontogenic,Odontogenic,Rarb,activation
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1b_Bmpr2,Odontogenic,Odontogenic,Glis3,activation
E135,lr_pair,pathway:BMP,BMP,Gdf7,Bmpr1a_Acvr2a,Odontogenic,Odontogenic,Ebf3,activation
E135,lr_pair,pathway:BMP,BMP,Gdf7,Bmpr1a_Acvr2a,Odontogenic,Odontogenic,Foxp2,activation
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1b_Acvr2a,Odontogenic,Odontogenic,Ebf3,activation
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1b_Acvr2a,Odontogenic,Odontogenic,Glis3,activation
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1b_Acvr2a,Odontogenic,Odontogenic,Hic1,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2b,Odontogenic,Odontogenic,,
E135,lr_pair,pathway:BMP,BMP,Gdf7,Bmpr1b_Bmpr2,Odontogenic,Odontogenic,Ebf3,activation
E135,lr_pair,pathway:BMP,BMP,Gdf7,Bmpr1b_Acvr2a,Odontogenic,Odontogenic,Gbx1,activation
E135,lr_pair,pathway:BMP,BMP,Gdf7,Bmpr1b_Acvr2a,Odontogenic,Odontogenic,Ebf3,activation
E135,lr_pair,pathway:BMP,BMP,Gdf7,Bmpr1a_Acvr2b,Odontogenic,Odontogenic,,
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1a_Acvr2b,Odontogenic,Odontogenic,,
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1b_Bmpr2,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1a_Acvr2b,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1b_Acvr2b,Odontogenic,Odontogenic,Zfp54,activation
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1b_Acvr2b,PalatalMes,PalatalMes,Pitx1,activation
E135,lr_pair,pathway:BMP,BMP,Gdf7,Bmpr1b_Acvr2b,Odontogenic,Odontogenic,Tal2,activation
E135,lr_pair,pathway:BMP,BMP,Gdf7,Bmpr1b_Acvr2b,Odontogenic,Odontogenic,Hesx1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Ehf,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Lyl1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Zbtb43,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Myc,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Hic2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Glis3,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Zfp513,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Smad9,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Zfp105,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Meis2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp7,Acvr1_Bmpr2,PalatalMes,PalatalMes,Meox2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp7,Acvr1_Bmpr2,PalatalMes,PalatalMes,Tbx22,activation
E135,lr_pair,pathway:BMP,BMP,Bmp7,Acvr1_Bmpr2,PalatalMes,PalatalMes,Prrx1,repression
E135,lr_pair,pathway:BMP,BMP,Bmp7,Acvr1_Bmpr2,PalatalMes,PalatalMes,Tead1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp7,Acvr1_Bmpr2,PalatalMes,PalatalMes,Dach1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Ehf,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Mecom,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Smad9,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Rorb,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Hic2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Acvr1_Bmpr2,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:BMP,BMP,Bmp6,Acvr1_Acvr2a,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,PalatalMes,Epithelial,Sox11,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Grhl2,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Mnt,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Zkscan2,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Ascl4,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Sox2,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Mterf1b,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Zfp287,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Zfp113,activation
E135,lr_pair,pathway:BMP,BMP,Gdf7,Bmpr1a_Bmpr2,Odontogenic,Odontogenic,Ebf3,activation
E135,lr_pair,pathway:BMP,BMP,Gdf7,Bmpr1a_Bmpr2,Odontogenic,Odontogenic,Foxp2,activation
E135,lr_pair,pathway:BMP,BMP,Gdf7,Bmpr1a_Bmpr2,Odontogenic,Odontogenic,Osr1,activation
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1b_Acvr2a,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Epithelial,Epithelial,Klf1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Epithelial,Epithelial,Foxa2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Epithelial,Epithelial,Zfp358,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Epithelial,Epithelial,Tbx22,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Epithelial,Epithelial,Pbx4,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Epithelial,Epithelial,Prdm16,activation
E135,lr_pair,pathway:BMP,BMP,Bmp15,Bmpr1b_Bmpr2,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Odontogenic,Odontogenic,Foxj1,activation
E135,lr_pair,pathway:BMP,BMP,Gdf5,Bmpr1a_Bmpr2,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Bmpr2,Epithelial,Epithelial,Klf1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Bmpr2,Epithelial,Epithelial,Zfp358,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Bmpr2,Epithelial,Epithelial,Foxa2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Bmpr2,Epithelial,Epithelial,Zscan2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1a_Acvr2b,Epithelial,Epithelial,Klf1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1a_Acvr2b,Epithelial,Epithelial,Foxa2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Ehf,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Zfp513,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Grhl2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Tbp,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Bhlhe40,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Isl1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Zfp763,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Zfp85,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Mterf1b,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Hsf5,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Arntl2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Hic2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Trp63,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Cebpb,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Nr1h2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Zfp775,activation
E135,lr_pair,pathway:BMP,BMP,Bmp6,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Nf1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Ehf,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Arntl2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Zfp513,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Grhl2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Isl1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Zfp763,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Nf1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Bhlhe40,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Mecom,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Hic2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Mterf1b,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Cpsf4,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Zfp105,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Cebpb,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Tbp,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Sox9,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Zfp574,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Hsf5,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Hcfc1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp2,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Hey1,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1a_Acvr2a,Fibroblastic,Fibroblastic,E2f8,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1a_Acvr2a,Fibroblastic,Fibroblastic,Zfp770,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1a_Acvr2a,Fibroblastic,Fibroblastic,Mxd3,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1a_Acvr2a,Fibroblastic,Fibroblastic,Batf3,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1a_Acvr2a,Fibroblastic,Fibroblastic,Fos,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1a_Acvr2a,Fibroblastic,Fibroblastic,Zfp729b,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1a_Acvr2a,Fibroblastic,Fibroblastic,Mnt,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1a_Acvr2a,Fibroblastic,Fibroblastic,Creb5,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1a_Acvr2a,Fibroblastic,Fibroblastic,Zscan26,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1a_Acvr2a,Fibroblastic,Fibroblastic,Zfp952,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1a_Acvr2a,Fibroblastic,Fibroblastic,Zfp287,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1a_Acvr2b,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2a,Epithelial,Epithelial,Klf1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2a,Epithelial,Epithelial,Zscan2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2a,Epithelial,Epithelial,Zbtb10,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2a,Epithelial,Epithelial,Tbx22,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Bmpr2,Odontogenic,Odontogenic,,
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2b,PalatalMes,PalatalMes,,
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Epithelial,Epithelial,Klf1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Epithelial,Epithelial,Tbx22,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Epithelial,Epithelial,Pbx4,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Odontogenic,Irf5,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Odontogenic,Sp9,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Odontogenic,Lmx1b,activation
E135,lr_pair,pathway:BMP,BMP,Bmp15,Bmpr1b_Bmpr2,Odontogenic,Odontogenic,,
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1a_Acvr2b,Odontogenic,Odontogenic,Irf5,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1a_Acvr2b,Odontogenic,Odontogenic,Sp9,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1a_Acvr2b,Odontogenic,Odontogenic,Lmx1b,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Ehf,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Grhl2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Mecom,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Isl1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Arntl2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Trp63,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Mterf1b,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Cebpb,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Zfp236,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Zfp105,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Acvr2b,Fibroblastic,Fibroblastic,Foxn2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Bmpr2,PalatalMes,Epithelial,Runx2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp4,Bmpr1b_Bmpr2,PalatalMes,Epithelial,Cux1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1a_Acvr2a,Odontogenic,Odontogenic,,
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Bhlhe40,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Klf16,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Zfp784,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Rsl1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Zfpm1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Prdm1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Glis1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Zfp513,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Dmc1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Fosl2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Zfp712,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Klf9,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Zfp667,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Zfp947,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Srf,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Zfp623,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Cers4,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Mlx,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Zfp7,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Acvr1_Acvr2b,Odontogenic,Fibroblastic,Zfp383,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,PalatalMes,Epithelial,Klf1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,PalatalMes,Epithelial,Foxa2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,PalatalMes,Epithelial,Zfp358,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,PalatalMes,Epithelial,Tbx22,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,PalatalMes,Epithelial,Pbx4,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,PalatalMes,Epithelial,Prdm16,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Taf9,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Esrra,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Tbx18,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Glis1,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Yod1,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Zfp3,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Egr1,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Zbtb45,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Mnt,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Zfp142,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Bhlhe22,activation
E135,lr_pair,pathway:BMP,BMP,Gdf6,Bmpr1b_Acvr2a,Fibroblastic,Fibroblastic,Zfp62,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1a_Bmpr2,Odontogenic,Odontogenic,,
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Odontogenic,Fibroblastic,Bhlhe40,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Odontogenic,Fibroblastic,Klf16,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Odontogenic,Fibroblastic,Zfp784,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Odontogenic,Fibroblastic,Rsl1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Odontogenic,Fibroblastic,Zfpm1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Odontogenic,Fibroblastic,Prdm1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Odontogenic,Fibroblastic,Glis1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Odontogenic,Fibroblastic,Zfp513,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Odontogenic,Fibroblastic,Dmc1,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Odontogenic,Fibroblastic,Fosl2,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Odontogenic,Fibroblastic,Zfp712,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Odontogenic,Fibroblastic,Klf9,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Odontogenic,Fibroblastic,Zfp667,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Odontogenic,Fibroblastic,Zfp947,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Odontogenic,Fibroblastic,Srf,activation
E135,lr_pair,pathway:BMP,BMP,Bmp8a,Bmpr1b_Acvr2b,Odontogenic,Fibroblastic,Zfp623,activation
